1200.48,-428515.529275122
1197.12,-442545.156996968
1193.78,-456928.057822866
1190.45,-471737.485870901
1187.15,-487035.537682542
1183.86,-502819.370572313
1180.6,-519031.492805848
1177.34,-535626.723980434
1174.11,-552628.937640228
1170.9,-570119.939146589
1167.7,-588168.533788186
1164.52,-606770.865717306
1161.36,-625862.500002506
1158.21,-645392.983227959
1155.08,-665389.100028093
1151.97,-685941.682758192
1148.88,-707126.923102153
1145.8,-728939.777285191
1142.74,-751308.027747488
1139.69,-774175.430713434
1136.66,-797571.570619856
1133.65,-821597.133831658
1130.65,-846336.153763037
1127.67,-871782.286562604
1124.71,-897854.735529935
1121.76,-924490.56091973
1118.82,-951722.387677388
1115.9,-979661.183437793
1113,-1008399.7022708
1110.11,-1037929.77762691
1107.23,-1068161.30583905
1104.37,-1099023.88822737
1101.53,-1130552.8513241
1098.7,-1162870.521963
1095.88,-1196078.43589881
1093.08,-1230167.0420282
1090.3,-1265035.402707
1087.52,-1300604.81760907
1084.76,-1336913.36707841
1082.02,-1374095.10179751
1079.29,-1412261.15974499
1076.57,-1451400.06911261
1073.87,-1491399.41908328
1071.18,-1532170.92790638
1068.5,-1573755.08987959
1065.84,-1616298.19449136
1063.19,-1659921.74950254
1060.55,-1704612.1563952
1057.93,-1750244.29213491
1055.32,-1796719.20241457
1052.72,-1844079.07868051
1050.14,-1892483.17626887
1047.56,-1942063.84198482
1045,-1992805.32912558
1042.46,-2044568.6137366
1039.92,-2097242.25593463
1037.4,-2150869.8439424
1034.89,-2205623.80696767
1032.39,-2261648.05523479
1029.9,-2318924.2673571
1027.43,-2377298.20569934
1024.97,-2436644.35013458
1022.51,-2497006.46068011
1020.08,-2558570.49899778
1017.65,-2621492.33255042
1015.23,-2685750.92014763
1012.83,-2751175.42025385
1010.44,-2817624.86413069
1008.05,-2885142.43034191
1005.68,-2953928.34407349
1003.32,-3024152.13418672
1000.97,-3095791.22035924
998.637,-3168657.14135454
996.311,-3242591.50506505
993.995,-3317635.19264158
991.69,-3394001.45478477
989.395,-3471872.88668445
987.112,-3551222.83337572
984.838,-3631843.18172807
982.575,-3713554.26254704
980.323,-3796392.30202756
978.081,-3880583.36604055
975.849,-3966324.24435231
973.627,-4053586.11031507
971.416,-4142139.89669183
969.214,-4231782.5929637
967.022,-4322543.76314733
964.84,-4414661.40549214
962.669,-4508347.08721031
960.506,-4603570.37129076
958.354,-4700079.18975154
956.211,-4797643.94867627
954.078,-4896284.11533543
951.954,-4996248.06189024
949.839,-5097762.89599342
947.734,-5200795.68371207
945.639,-5305070.84728707
943.552,-5410328.23783596
941.475,-5516572.4594083
939.407,-5624060.08027256
937.348,-5733034.48543031
935.298,-5843460.81671413
933.257,-5955037.86092532
931.224,-6067470.10178252
929.201,-6180743.22697953
927.186,-6295118.70856805
925.18,-6410854.42063194
923.183,-6527916.45243277
921.194,-6645975.68499449
919.214,-6764697.07556468
917.243,-6884038.90783731
915.28,-7004264.35847435
913.325,-7125645.88270478
911.378,-7248150.9028501
909.44,-7371422.57696003
907.51,-7495079.04035649
905.588,-7619044.36019127
903.675,-7743575.67437434
901.769,-7868959.84609817
899.872,-7995168.51226556
897.982,-8121816.66350102
896.1,-8248468.75928746
894.227,-8375001.63858955
892.361,-8501657.2248546
890.502,-8628732.96137041
888.652,-8756206.17113298
886.809,-8883665.02921643
884.974,-9010612.88925011
883.146,-9136863.18914978
881.326,-9262632.72554698
879.514,-9388231.45649624
877.709,-9513667.81422025
875.911,-9638533.1916454
874.12,-9762298.91965283
872.337,-9884732.28642655
870.562,-10006018.0912284
868.793,-10126472.9887641
867.031,-10246121.3645969
865.277,-10364542.5670107
863.53,-10481158.7784502
861.79,-10595665.2935771
860.057,-10708202.2470542
858.33,-10819093.2529973
856.611,-10928401.5857769
854.899,-11035737.50521
853.193,-11140511.8514449
851.494,-11242384.3449177
849.802,-11341482.0674265
848.117,-11438168.8622294
846.438,-11532591.0401867
844.766,-11624441.0807032
843.1,-11713167.7721536
841.442,-11798436.4733122
839.789,-11880397.4884065
838.143,-11959504.5935343
836.504,-12036059.4601412
834.871,-12109923.5980152
833.244,-12180671.2039192
831.624,-12248050.4847594
830.01,-12312305.7801319
828.402,-12374061.3840325
826.8,-12433875.9916873
825.205,-12491897.0053785
823.615,-12547944.0585444
822.032,-12601947.4715793
820.455,-12654325.8062752
818.884,-12705945.5964428
817.319,-12757703.2470704
815.76,-12810120.1470711
814.207,-12863338.6941457
812.659,-12917506.7215099
811.118,-12973208.607036
809.582,-13031514.3093705
808.053,-13093604.0143382
806.529,-13160310.329554
805.01,-13231997.1539069
803.498,-13308888.7623093
801.991,-13391532.6044577
800.49,-13480964.8736559
798.994,-13578398.863957
797.504,-13684716.7020722
796.02,-13800228.4853226
794.541,-13924911.4998313
793.067,-14058921.5071609
791.599,-14202882.2393138
790.137,-14357682.2983485
788.679,-14523938.2497984
787.228,-14701611.655584
785.781,-14890150.3358177
784.34,-15089035.7117429
782.904,-15298240.2598901
781.473,-15518170.8253402
780.048,-15749101.7882901
778.628,-15990648.5419927
777.212,-16241751.6317852
775.803,-16501245.3681705
774.398,-16768508.1634832
772.998,-17043566.3423589
771.603,-17326552.4521813
770.213,-17616969.8816488
768.829,-17913501.9698854
767.449,-18214563.4693396
766.074,-18519141.8724363
764.704,-18827125.2905027
763.339,-19138770.6549796
761.979,-19453774.3079072
760.624,-19770828.3421392
759.273,-20088138.1772994
757.928,-20404463.2746173
756.587,-20719696.8255903
755.251,-21034372.6733692
753.919,-21348503.1399403
752.592,-21660849.2998399
751.27,-21969376.5406539
749.953,-22272527.8188104
748.64,-22570090.0870846
747.332,-22862735.5026275
746.028,-23150567.4961477
744.729,-23432053.0638093
743.434,-23704436.7182948
742.144,-23965319.1942351
740.858,-24213870.0064931
739.577,-24450358.1551878
738.3,-24674273.1559442
737.028,-24882789.3743032
735.759,-25071111.5028236
734.496,-25234448.1083456
733.236,-25369615.3860985
731.981,-25474394.4300841
730.731,-25544879.8746191
729.484,-25573145.2759977
728.242,-25547437.6084585
727.004,-25454645.7247202
